241											
0.4	-0.5	1.5
0.4	-0.483333333	1.5
0.4	-0.466666667	1.5
0.4	-0.45	1.5
0.4	-0.433333333	1.5
0.4	-0.416666667	1.5
0.4	-0.4	1.5
0.4	-0.383333333	1.5
0.4	-0.366666667	1.5
0.4	-0.35	1.5
0.4	-0.333333333	1.5
0.4	-0.316666667	1.5
0.4	-0.3	1.5
0.4	-0.283333333	1.5
0.4	-0.266666667	1.5
0.4	-0.25	1.5
0.4	-0.233333333	1.5
0.4	-0.216666667	1.5
0.4	-0.2	1.5
0.4	-0.183333333	1.5
0.4	-0.166666667	1.5
0.4	-0.15	1.5
0.4	-0.133333333	1.5
0.4	-0.116666667	1.5
0.4	-0.1	1.5
0.4	-0.083333333	1.5
0.4	-0.066666667	1.5
0.4	-0.05	1.5
0.4	-0.033333333	1.5
0.4	-0.016666667	1.5
0.4	-1.80411E-15	1.5
0.4	0.016666667	1.5
0.4	0.033333333	1.5
0.4	0.05	1.5
0.4	0.066666667	1.5
0.4	0.083333333	1.5
0.4	0.1	1.5
0.4	0.116666667	1.5
0.4	0.133333333	1.5
0.4	0.15	1.5
0.4	0.166666667	1.5
0.4	0.183333333	1.5
0.4	0.2	1.5
0.4	0.216666667	1.5
0.4	0.233333333	1.5
0.4	0.25	1.5
0.4	0.266666667	1.5
0.4	0.283333333	1.5
0.4	0.3	1.5
0.4	0.316666667	1.5
0.4	0.333333333	1.5
0.4	0.35	1.5
0.4	0.366666667	1.5
0.4	0.383333333	1.5
0.4	0.4	1.5
0.4	0.416666667	1.5
0.4	0.433333333	1.5
0.4	0.45	1.5
0.4	0.466666667	1.5
0.4	0.483333333	1.5
0.4	0.5	1.5
0.4	0.5	1.485
0.4	0.5	1.47
0.4	0.5	1.455
0.4	0.5	1.44
0.4	0.5	1.425
0.4	0.5	1.41
0.4	0.5	1.395
0.4	0.5	1.38
0.4	0.5	1.365
0.4	0.5	1.35
0.4	0.5	1.335
0.4	0.5	1.32
0.4	0.5	1.305
0.4	0.5	1.29
0.4	0.5	1.275
0.4	0.5	1.26
0.4	0.5	1.245
0.4	0.5	1.23
0.4	0.5	1.215
0.4	0.5	1.2
0.4	0.483333333	1.2
0.4	0.466666667	1.2
0.4	0.45	1.2
0.4	0.433333333	1.2
0.4	0.416666667	1.2
0.4	0.4	1.2
0.4	0.383333333	1.2
0.4	0.366666667	1.2
0.4	0.35	1.2
0.4	0.333333333	1.2
0.4	0.316666667	1.2
0.4	0.3	1.2
0.4	0.283333333	1.2
0.4	0.266666667	1.2
0.4	0.25	1.2
0.4	0.233333333	1.2
0.4	0.216666667	1.2
0.4	0.2	1.2
0.4	0.183333333	1.2
0.4	0.166666667	1.2
0.4	0.15	1.2
0.4	0.133333333	1.2
0.4	0.116666667	1.2
0.4	0.1	1.2
0.4	0.083333333	1.2
0.4	0.066666667	1.2
0.4	0.05	1.2
0.4	0.033333333	1.2
0.4	0.016666667	1.2
0.4	1.04083E-16	1.2
0.4	-0.016666667	1.2
0.4	-0.033333333	1.2
0.4	-0.05	1.2
0.4	-0.066666667	1.2
0.4	-0.083333333	1.2
0.4	-0.1	1.2
0.4	-0.116666667	1.2
0.4	-0.133333333	1.2
0.4	-0.15	1.2
0.4	-0.166666667	1.2
0.4	-0.183333333	1.2
0.4	-0.2	1.2
0.4	-0.216666667	1.2
0.4	-0.233333333	1.2
0.4	-0.25	1.2
0.4	-0.266666667	1.2
0.4	-0.283333333	1.2
0.4	-0.3	1.2
0.4	-0.316666667	1.2
0.4	-0.333333333	1.2
0.4	-0.35	1.2
0.4	-0.366666667	1.2
0.4	-0.383333333	1.2
0.4	-0.4	1.2
0.4	-0.416666667	1.2
0.4	-0.433333333	1.2
0.4	-0.45	1.2
0.4	-0.466666667	1.2
0.4	-0.483333333	1.2
0.4	-0.5	1.2
0.4	-0.5	1.185
0.4	-0.5	1.17
0.4	-0.5	1.155
0.4	-0.5	1.14
0.4	-0.5	1.125
0.4	-0.5	1.11
0.4	-0.5	1.095
0.4	-0.5	1.08
0.4	-0.5	1.065
0.4	-0.5	1.05
0.4	-0.5	1.035
0.4	-0.5	1.02
0.4	-0.5	1.005
0.4	-0.5	0.99
0.4	-0.5	0.975
0.4	-0.5	0.96
0.4	-0.5	0.945
0.4	-0.5	0.93
0.4	-0.5	0.915
0.4	-0.5	0.9
0.4	-0.483333333	0.9
0.4	-0.466666667	0.9
0.4	-0.45	0.9
0.4	-0.433333333	0.9
0.4	-0.416666667	0.9
0.4	-0.4	0.9
0.4	-0.383333333	0.9
0.4	-0.366666667	0.9
0.4	-0.35	0.9
0.4	-0.333333333	0.9
0.4	-0.316666667	0.9
0.4	-0.3	0.9
0.4	-0.283333333	0.9
0.4	-0.266666667	0.9
0.4	-0.25	0.9
0.4	-0.233333333	0.9
0.4	-0.216666667	0.9
0.4	-0.2	0.9
0.4	-0.183333333	0.9
0.4	-0.166666667	0.9
0.4	-0.15	0.9
0.4	-0.133333333	0.9
0.4	-0.116666667	0.9
0.4	-0.1	0.9
0.4	-0.083333333	0.9
0.4	-0.066666667	0.9
0.4	-0.05	0.9
0.4	-0.033333333	0.9
0.4	-0.016666667	0.9
0.4	-1.04083E-16	0.9
0.4	0.016666667	0.9
0.4	0.033333333	0.9
0.4	0.05	0.9
0.4	0.066666667	0.9
0.4	0.083333333	0.9
0.4	0.1	0.9
0.4	0.116666667	0.9
0.4	0.133333333	0.9
0.4	0.15	0.9
0.4	0.166666667	0.9
0.4	0.183333333	0.9
0.4	0.2	0.9
0.4	0.216666667	0.9
0.4	0.233333333	0.9
0.4	0.25	0.9
0.4	0.266666667	0.9
0.4	0.283333333	0.9
0.4	0.3	0.9
0.4	0.316666667	0.9
0.4	0.333333333	0.9
0.4	0.35	0.9
0.4	0.366666667	0.9
0.4	0.383333333	0.9
0.4	0.4	0.9
0.4	0.416666667	0.9
0.4	0.433333333	0.9
0.4	0.45	0.9
0.4	0.466666667	0.9
0.4	0.483333333	0.9
0.4	0.5	0.9
0.4	0.5	0.885
0.4	0.5	0.87
0.4	0.5	0.855
0.4	0.5	0.84
0.4	0.5	0.825
0.4	0.5	0.81
0.4	0.5	0.795
0.4	0.5	0.78
0.4	0.5	0.765
0.4	0.5	0.75
0.4	0.5	0.735
0.4	0.5	0.72
0.4	0.5	0.705
0.4	0.5	0.69
0.4	0.5	0.675
0.4	0.5	0.66
0.4	0.5	0.645
0.4	0.5	0.63
0.4	0.5	0.615
0.4	0.5	0.6
